Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060499,-,-,-,25.77,-80.18,-5,7,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Wind Speed
2000,1,1,0,30,21.8,1,19.1,0,0,0,84.75,4
2000,1,1,1,30,21.8,3,19.3,0,0,0,85.96000000000001,3.9000000000000004
2000,1,1,2,30,21.700000000000003,1,19.5,0,0,0,87.43,3.8000000000000003
2000,1,1,3,30,21.700000000000003,1,19.6,0,0,0,87.95,3.6
2000,1,1,4,30,21.700000000000003,1,19.6,0,0,0,88.12,3.5
2000,1,1,5,30,21.700000000000003,1,19.700000000000003,0,0,0,88.24,3.5
2000,1,1,6,30,21.8,3,19.700000000000003,0,0,0,87.83,3.6
2000,1,1,7,30,22.400000000000002,1,19.8,22,331,44,85.08,3.8000000000000003
2000,1,1,8,30,23,3,20.200000000000003,94,5,96,84.18,4.1000000000000005
2000,1,1,9,30,23.400000000000002,2,20.200000000000003,161,374,323,82.37,4.3
2000,1,1,10,30,23.6,0,20.3,70,888,566,81.55,4.4
2000,1,1,11,30,23.700000000000003,1,20.3,74,919,659,81.24,4.4
2000,1,1,12,30,23.8,1,20.3,75,930,688,80.77,4.4
2000,1,1,13,30,23.8,0,20.3,74,917,647,80.72,4.3
2000,1,1,14,30,23.700000000000003,2,20.3,243,207,355,81.22,4.3
2000,1,1,15,30,23.5,0,20.3,62,804,385,82.3,4.3
2000,1,1,16,30,23.1,0,20.3,47,638,192,84.43,4.2
2000,1,1,17,30,22.6,0,20.200000000000003,14,175,19,86.4,4.3
2000,1,1,18,30,22.5,0,20,0,0,0,85.7,4.4
2000,1,1,19,30,22.400000000000002,0,19.8,0,0,0,85.49,4.7
2000,1,1,20,30,22.400000000000002,0,19.700000000000003,0,0,0,84.71000000000001,4.800000000000001
2000,1,1,21,30,22.3,0,19.5,0,0,0,84.37,4.800000000000001
2000,1,1,22,30,22.3,0,19.5,0,0,0,83.93,4.9
2000,1,1,23,30,22.3,0,19.400000000000002,0,0,0,83.8,4.9
2000,1,2,0,30,22.200000000000003,0,19.400000000000002,0,0,0,84.27,5
2000,1,2,1,30,22.1,0,19.400000000000002,0,0,0,84.66,5
2000,1,2,2,30,22.1,0,19.3,0,0,0,84.37,5
2000,1,2,3,30,22,0,19.3,0,0,0,84.56,5
2000,1,2,4,30,21.900000000000002,0,19.1,0,0,0,84.38,4.9
2000,1,2,5,30,21.8,0,19,0,0,0,84,4.9
2000,1,2,6,30,21.900000000000002,0,18.8,0,0,0,82.72,4.9
2000,1,2,7,30,22.400000000000002,0,18.8,22,325,44,80.02,5
2000,1,2,8,30,22.900000000000002,0,18.900000000000002,51,699,235,78.4,5.2
2000,1,2,9,30,23.3,0,18.8,64,838,426,75.62,5.2
2000,1,2,10,30,23.5,0,18.6,71,906,578,74.10000000000001,5.1000000000000005
2000,1,2,11,30,23.6,0,18.6,75,940,674,73.48,5
