Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060499,-,-,-,25.77,-80.18,-5,7,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Wind Speed
2022,1,1,0,30,24,0,21.6,0,0,0,86.71000000000001,4.7
2022,1,1,1,30,23.900000000000002,0,21.8,0,0,0,87.93,4.800000000000001
2022,1,1,2,30,23.8,0,21.8,0,0,0,88.34,4.6000000000000005
2022,1,1,3,30,23.700000000000003,0,21.6,0,0,0,87.91,4.5
2022,1,1,4,30,23.700000000000003,0,21.400000000000002,0,0,0,86.83,4.4
2022,1,1,5,30,23.8,0,21.200000000000003,0,0,0,85.60000000000001,4.5
2022,1,1,6,30,24,0,21.200000000000003,0,0,0,84.25,4.7
2022,1,1,7,30,24.6,0,21.200000000000003,26,314,47,81.54,4.9
2022,1,1,8,30,25.1,0,21.400000000000002,51,686,232,80.07000000000001,5.300000000000001
2022,1,1,9,30,25.5,0,21.400000000000002,104,603,364,78.21000000000001,5.4
2022,1,1,10,30,25.700000000000003,0,21.5,69,899,571,77.68,5.5
2022,1,1,11,30,25.900000000000002,0,21.5,72,929,664,76.92,5.5
2022,1,1,12,30,26.1,0,21.5,103,765,608,75.92,5.4
2022,1,1,13,30,26.200000000000003,0,21.400000000000002,96,768,577,75.02,5.300000000000001
2022,1,1,14,30,26.3,0,21.3,81,855,542,74.22,5.1000000000000005
2022,1,1,15,30,26.3,0,21.3,72,769,382,73.98,4.9
2022,1,1,16,30,25.900000000000002,0,21.3,55,590,190,75.9,4.6000000000000005
2022,1,1,17,30,25.400000000000002,0,21.6,16,120,20,79.3,4.6000000000000005
2022,1,1,18,30,25.1,0,21.700000000000003,0,0,0,81.54,4.7
2022,1,1,19,30,24.900000000000002,0,21.900000000000002,0,0,0,83.53,4.9
2022,1,1,20,30,24.700000000000003,0,21.900000000000002,0,0,0,84.52,5.2
2022,1,1,21,30,24.5,0,21.900000000000002,0,0,0,85.2,5.4
2022,1,1,22,30,24.400000000000002,0,21.8,0,0,0,85.53,5.5
2022,1,1,23,30,24.3,0,21.700000000000003,0,0,0,85.42,5.6000000000000005
2022,1,2,0,30,24.3,0,21.6,0,0,0,84.7,5.7
