Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,34776,-,-,-,59.25,-154.62,-9,699,-9,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Wind Speed
2012,1,1,0,30,-33.1,1,-33.1,0,0,0,100,1.2000000000000002
2012,1,1,1,30,-33.1,1,-33.1,0,0,0,100,1.1
2012,1,1,2,30,-33,8,-33,0,0,0,100,1.1
2012,1,1,3,30,-32.7,1,-32.7,0,0,0,100,1.1
2012,1,1,4,30,-32.2,1,-32.2,0,0,0,100,1.2000000000000002
2012,1,1,5,30,-31.400000000000002,1,-31.400000000000002,0,0,0,99.7,1.2000000000000002
2012,1,1,6,30,-30.3,1,-30.700000000000003,0,0,0,96.4,1.2000000000000002
2012,1,1,7,30,-29.3,1,-29.900000000000002,0,0,0,94.69,1.1
2012,1,1,8,30,-28.6,1,-29.3,0,0,0,93.3,1.1
2012,1,1,9,30,-28,1,-29,0,0,0,91.09,1.1
2012,1,1,10,30,-27.3,1,-28.8,0,0,0,86.89,1.1
2012,1,1,11,30,-26.400000000000002,1,-28.6,25,530,69,81.5,1.1
2012,1,1,12,30,-25.6,1,-28.400000000000002,33,626,111,77.46000000000001,1.1
2012,1,1,13,30,-24.8,0,-27.900000000000002,36,641,123,75.27,1.1
2012,1,1,14,30,-24.5,0,-27.400000000000002,33,588,102,76.78,1.1
2012,1,1,15,30,-23.900000000000002,1,-27.200000000000003,23,437,53,74.44,1.1
2012,1,1,16,30,-23.700000000000003,1,-27.1,0,0,0,73.72,1.2000000000000002
2012,1,1,17,30,-23.3,1,-26.900000000000002,0,0,0,72.5,1.2000000000000002
2012,1,1,18,30,-22.700000000000003,1,-26.400000000000002,0,0,0,71.99,1.3
2012,1,1,19,30,-22,7,-25.5,0,0,0,73.54,1.3
2012,1,1,20,30,-21.200000000000003,7,-24.1,0,0,0,77.34,1.4000000000000001
2012,1,1,21,30,-20.400000000000002,7,-22.5,0,0,0,83.22,1.4000000000000001
2012,1,1,22,30,-19.8,4,-21,0,0,0,89.78,1.5
