Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,34776,-,-,-,59.25,-154.62,-9,699,-9,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Wind Speed
2022,1,1,0,30,-25.3,0,-26,0,0,0,94.15,9.4
2022,1,1,1,30,-25.700000000000003,0,-26.400000000000002,0,0,0,93.59,9.9
2022,1,1,2,30,-26,0,-26.900000000000002,0,0,0,92.44,10.600000000000001
2022,1,1,3,30,-26.1,0,-27.3,0,0,0,89.55,11.3
2022,1,1,4,30,-26,0,-27.400000000000002,0,0,0,87.63,11.700000000000001
2022,1,1,5,30,-25.900000000000002,0,-27.400000000000002,0,0,0,86.8,11.8
2022,1,1,6,30,-25.8,0,-27.400000000000002,0,0,0,86.03,11.700000000000001
2022,1,1,7,30,-25.6,0,-27.400000000000002,0,0,0,85.18,11.5
2022,1,1,8,30,-25.5,0,-27.200000000000003,0,0,0,85.92,11.3
2022,1,1,9,30,-25.5,0,-27.1,0,0,0,86.31,11.3
2022,1,1,10,30,-25.5,0,-27.200000000000003,5,68,6,85.55,11.600000000000001
2022,1,1,11,30,-25.400000000000002,0,-27.200000000000003,32,194,48,85.08,12
2022,1,1,12,30,-25.200000000000003,0,-27,28,692,115,84.79,12.5
2022,1,1,13,30,-25,0,-26.8,43,359,92,84.59,12.8
2022,1,1,14,30,-25,0,-26.8,27,674,106,85.27,12.8
2022,1,1,15,30,-25.1,0,-26.8,26,270,44,85.98,12.5
2022,1,1,16,30,-25.200000000000003,0,-26.900000000000002,0,0,0,85.68,12
2022,1,1,17,30,-25.3,0,-27,0,0,0,85.95,11.4
2022,1,1,18,30,-25.3,0,-27,0,0,0,85.74,10.9
2022,1,1,19,30,-25.200000000000003,0,-27.1,0,0,0,84.44,10.600000000000001
2022,1,1,20,30,-25,0,-26.900000000000002,0,0,0,83.93,10.4
2022,1,1,21,30,-24.8,0,-26.8,0,0,0,83.68,10.3
2022,1,1,22,30,-24.700000000000003,0,-26.700000000000003,0,0,0,83.69,10.200000000000001
2022,1,1,23,30,-24.6,0,-26.6,0,0,0,83.21000000000001,10
2022,1,2,0,30,-24.6,0,-26.6,0,0,0,83.58,9.700000000000001
2022,1,2,1,30,-24.6,0,-26.6,0,0,0,83.77,9.200000000000001
2022,1,2,2,30,-24.8,0,-26.6,0,0,0,84.86,8.700000000000001
2022,1,2,3,30,-24.900000000000002,0,-26.700000000000003,0,0,0,84.84,8.200000000000001
2022,1,2,4,30,-25,0,-26.8,0,0,0,85.21000000000001,7.5
2022,1,2,5,30,-25.1,0,-26.700000000000003,0,0,0,86.45,6.800000000000001
2022,1,2,6,30,-25.200000000000003,0,-26.8,0,0,0,86.82000000000001,6.2
2022,1,2,7,30,-25.3,0,-26.900000000000002,0,0,0,86.44,5.7
2022,1,2,8,30,-25.5,0,-27,0,0,0,87.46000000000001,5.300000000000001
2022,1,2,9,30,-25.6,0,-26.900000000000002,0,0,0,88.43,5.1000000000000005
2022,1,2,10,30,-25.5,0,-26.900000000000002,7,166,10,87.71000000000001,4.800000000000001
2022,1,2,11,30,-24.900000000000002,0,-26.6,22,599,73,85.66,4.800000000000001
2022,1,2,12,30,-24.200000000000003,0,-25.900000000000002,28,699,117,85.69,5
2022,1,2,13,30,-23.700000000000003,0,-25.3,30,722,130,86.91,4.9
2022,1,2,14,30,-23.700000000000003,0,-25,28,682,109,88.96000000000001,4.7
2022,1,2,15,30,-24.3,0,-25.400000000000002,24,376,50,90.85000000000001,4.5
2022,1,2,16,30,-25.200000000000003,0,-26.1,0,0,0,92.23,4.3
2022,1,2,17,30,-26,0,-26.700000000000003,0,0,0,94.24,4.1000000000000005
2022,1,2,18,30,-26.6,0,-27.1,0,0,0,95.84,4
2022,1,2,19,30,-27.1,0,-27.5,0,0,0,96.72,3.9000000000000004
2022,1,2,20,30,-27.5,0,-27.8,0,0,0,97.32000000000001,3.9000000000000004
2022,1,2,21,30,-28,0,-28.1,0,0,0,98.89,3.7
2022,1,2,22,30,-28.6,8,-28.6,0,0,0,100,3.6
2022,1,2,23,30,-29.1,0,-29.1,0,0,0,100,3.5
2022,1,3,0,30,-29.700000000000003,0,-29.700000000000003,0,0,0,100,3.3000000000000003
2022,1,3,1,30,-30.1,0,-30.1,0,0,0,100,3.2
2022,1,3,2,30,-30.200000000000003,0,-30.200000000000003,0,0,0,100,3
2022,1,3,3,30,-30,0,-30,0,0,0,100,3
2022,1,3,4,30,-29.6,0,-29.6,0,0,0,100,2.9000000000000004
2022,1,3,5,30,-29.3,0,-29.3,0,0,0,100,2.8000000000000003
2022,1,3,6,30,-29,0,-29,0,0,0,100,2.7
2022,1,3,7,30,-28.700000000000003,0,-28.700000000000003,0,0,0,100,2.6
2022,1,3,8,30,-28.400000000000002,0,-28.400000000000002,0,0,0,100,2.4000000000000004
2022,1,3,9,30,-28,0,-28,0,0,0,100,2.2
2022,1,3,10,30,-27.400000000000002,0,-27.400000000000002,9,164,12,100,2.1
2022,1,3,11,30,-26.6,0,-26.6,27,458,66,100,2.1
2022,1,3,12,30,-25.700000000000003,0,-25.700000000000003,32,648,115,100,2.1
2022,1,3,13,30,-25,0,-25,33,675,128,100,2.2
2022,1,3,14,30,-24.700000000000003,0,-24.700000000000003,29,638,107,100,2.1
2022,1,3,15,30,-25,0,-25,23,429,54,100,1.9000000000000001
2022,1,3,16,30,-25.400000000000002,0,-25.400000000000002,0,0,0,100,1.8
2022,1,3,17,30,-25.6,0,-25.6,0,0,0,100,1.8
2022,1,3,18,30,-25.5,0,-25.5,0,0,0,100,1.9000000000000001
2022,1,3,19,30,-25.1,0,-25.1,0,0,0,99.68,2
2022,1,3,20,30,-24.5,0,-24.8,0,0,0,97.21000000000001,2.2
2022,1,3,21,30,-24,0,-24.400000000000002,0,0,0,96.37,2.3000000000000003
2022,1,3,22,30,-23.400000000000002,0,-24,0,0,0,94.89,2.4000000000000004
2022,1,3,23,30,-22.900000000000002,0,-23.5,0,0,0,94.61,2.6
2022,1,4,0,30,-22.5,0,-23.1,0,0,0,95.2,2.7
2022,1,4,1,30,-22.200000000000003,0,-22.700000000000003,0,0,0,95.74000000000001,2.7
2022,1,4,2,30,-21.900000000000002,0,-22.5,0,0,0,95.18,2.7
2022,1,4,3,30,-21.6,0,-22.200000000000003,0,0,0,94.76,2.7
2022,1,4,4,30,-21.400000000000002,0,-22.1,0,0,0,94.03,2.7
2022,1,4,5,30,-21.1,0,-22,0,0,0,92.55,2.7
2022,1,4,6,30,-20.900000000000002,0,-21.700000000000003,0,0,0,93.38,2.8000000000000003
2022,1,4,7,30,-20.700000000000003,0,-21.400000000000002,0,0,0,93.93,2.9000000000000004
2022,1,4,8,30,-20.6,0,-20.900000000000002,0,0,0,97.34,3.1
2022,1,4,9,30,-20.5,0,-20.5,0,0,0,100,3.3000000000000003
2022,1,4,10,30,-20.1,0,-20.1,9,199,13,100,3.5
2022,1,4,11,30,-19.400000000000002,0,-19.400000000000002,26,424,63,100,3.7
2022,1,4,12,30,-18.3,7,-18.3,38,196,63,100,3.9000000000000004
2022,1,4,13,30,-17.1,0,-17.1,36,405,94,100,4.1000000000000005
2022,1,4,14,30,-16.1,0,-16.1,36,458,93,100,4.3
2022,1,4,15,30,-15.3,0,-15.3,25,403,55,99.95,4.5
2022,1,4,16,30,-14.700000000000001,0,-14.700000000000001,0,0,0,100,4.800000000000001
2022,1,4,17,30,-14.100000000000001,0,-14.100000000000001,0,0,0,100,5
2022,1,4,18,30,-13.600000000000001,0,-13.600000000000001,0,0,0,100,5.1000000000000005
2022,1,4,19,30,-13.3,0,-13.3,0,0,0,100,5.2
2022,1,4,20,30,-13.200000000000001,0,-13.200000000000001,0,0,0,100,5.1000000000000005
2022,1,4,21,30,-13.200000000000001,0,-13.200000000000001,0,0,0,100,5.1000000000000005
2022,1,4,22,30,-13.100000000000001,7,-13.100000000000001,0,0,0,100,5
2022,1,4,23,30,-13,0,-13,0,0,0,100,4.800000000000001
2022,1,5,0,30,-12.8,0,-12.8,0,0,0,100,4.7
2022,1,5,1,30,-12.700000000000001,0,-12.700000000000001,0,0,0,100,4.7
2022,1,5,2,30,-12.4,0,-12.4,0,0,0,100,4.800000000000001
2022,1,5,3,30,-12.200000000000001,0,-12.200000000000001,0,0,0,100,4.9
2022,1,5,4,30,-11.9,0,-11.9,0,0,0,100,4.9
2022,1,5,5,30,-11.600000000000001,0,-11.700000000000001,0,0,0,99.57000000000001,5.1000000000000005
2022,1,5,6,30,-11.200000000000001,0,-11.4,0,0,0,98.7,5.300000000000001
2022,1,5,7,30,-10.9,0,-11.100000000000001,0,0,0,98.54,5.4
2022,1,5,8,30,-10.5,0,-10.700000000000001,0,0,0,98.43,5.6000000000000005
2022,1,5,9,30,-10.200000000000001,0,-10.3,0,0,0,98.96000000000001,5.6000000000000005
2022,1,5,10,30,-10,0,-10.100000000000001,8,60,9,99.46000000000001,5.6000000000000005
2022,1,5,11,30,-9.700000000000001,0,-9.700000000000001,29,354,60,99.71000000000001,5.6000000000000005
2022,1,5,12,30,-9.3,0,-9.4,39,528,109,99.23,5.5
