Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,777900,-,-,-,44.97,-93.26,-6,256,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Wind Speed
2015,1,1,0,30,-13,7,-15.700000000000001,0,0,0,79.89,4
2015,1,1,1,30,-12.8,6,-15.4,0,0,0,81.10000000000001,4.2
2015,1,1,2,30,-12.4,7,-15,0,0,0,81.18,4.4
2015,1,1,3,30,-12,7,-14.5,0,0,0,81.54,4.4
2015,1,1,4,30,-11.600000000000001,7,-14,0,0,0,82.07000000000001,4.3
2015,1,1,5,30,-11.3,7,-13.700000000000001,0,0,0,82.18,4.2
2015,1,1,6,30,-11,4,-13.4,0,0,0,82.45,4
2015,1,1,7,30,-10.5,4,-13.100000000000001,0,0,0,81.35000000000001,3.9000000000000004
2015,1,1,8,30,-9.5,1,-12.600000000000001,30,383,63,77.82000000000001,3.8000000000000003
2015,1,1,9,30,-7.9,1,-11.700000000000001,57,642,193,74.02,3.9000000000000004
2015,1,1,10,30,-5.9,4,-10.5,114,16,119,70.17,4.1000000000000005
2015,1,1,11,30,-3.9000000000000004,4,-8.9,136,18,142,68.11,4
2015,1,1,12,30,-2.4000000000000004,0,-7.7,70,865,394,66.87,3.8000000000000003
2015,1,1,13,30,-1.9000000000000001,4,-7.5,144,115,183,65.71000000000001,3.7
2015,1,1,14,30,-2.5,4,-8.1,71,0,71,65.54,3.3000000000000003
2015,1,1,15,30,-4.7,4,-9.3,15,0,15,70.08,2.7
2015,1,1,16,30,-7.2,1,-11.700000000000001,12,290,19,70.24,2.4000000000000004
2015,1,1,17,30,-8.200000000000001,4,-13.9,0,0,0,63.52,2.5
2015,1,1,18,30,-10,4,-15.3,0,0,0,65.18,2.4000000000000004
2015,1,1,19,30,-11,0,-16.3,0,0,0,65.16,2.2
2015,1,1,20,30,-11.9,0,-17,0,0,0,65.95,2.1
2015,1,1,21,30,-12.600000000000001,0,-17.7,0,0,0,65.59,2.1
2015,1,1,22,30,-13.4,0,-18.3,0,0,0,66.49,2
2015,1,1,23,30,-14.100000000000001,0,-18.900000000000002,0,0,0,67.15,1.7000000000000002
2015,1,2,0,30,-14.3,0,-19.1,0,0,0,66.84,1.3
2015,1,2,1,30,-14.100000000000001,0,-18.900000000000002,0,0,0,67.26,0.9
2015,1,2,2,30,-13.9,0,-19,0,0,0,65.18,0.6000000000000001
2015,1,2,3,30,-13.9,0,-19.400000000000002,0,0,0,63.09,0.5
2015,1,2,4,30,-14,1,-19.3,0,0,0,64.11,0.5
2015,1,2,5,30,-14.100000000000001,0,-19.400000000000002,0,0,0,64.13,0.5
2015,1,2,6,30,-14.600000000000001,1,-19.400000000000002,0,0,0,67.04,0.8
2015,1,2,7,30,-14.700000000000001,1,-19.400000000000002,0,0,0,67.59,1.6
2015,1,2,8,30,-13,1,-19.6,25,493,67,57.61,2.3000000000000003
2015,1,2,9,30,-10.100000000000001,4,-17.400000000000002,82,100,103,55.29,2.7
2015,1,2,10,30,-7.5,4,-15.5,126,142,170,52.56,3.2
2015,1,2,11,30,-5.5,4,-13.8,154,123,199,51.99,3.4000000000000004
2015,1,2,12,30,-3.8000000000000003,4,-11.700000000000001,134,6,136,54.22,3.5
2015,1,2,13,30,-2.5,4,-9.700000000000001,105,0,105,57.82,3.3000000000000003
2015,1,2,14,30,-2.3000000000000003,4,-8,104,37,115,64.96000000000001,2.6
2015,1,2,15,30,-3.9000000000000004,1,-7.1000000000000005,39,642,142,78.15,1.9000000000000001
2015,1,2,16,30,-5.800000000000001,1,-8.4,13,268,19,81.84,1.9000000000000001
2015,1,2,17,30,-6.300000000000001,4,-9,0,0,0,80.91,2
2015,1,2,18,30,-7.1000000000000005,4,-9.3,0,0,0,84.47,2.3000000000000003
2015,1,2,19,30,-7.1000000000000005,4,-9.3,0,0,0,84.48,2.7
2015,1,2,20,30,-6.800000000000001,4,-8.9,0,0,0,85.07000000000001,2.7
2015,1,2,21,30,-6.7,7,-8.700000000000001,0,0,0,85.84,2.7
2015,1,2,22,30,-6.7,4,-8.6,0,0,0,86.13,2.8000000000000003
2015,1,2,23,30,-6.800000000000001,7,-8.8,0,0,0,85.89,3.1
2015,1,3,0,30,-6.9,7,-8.8,0,0,0,86.16,3.5
2015,1,3,1,30,-7,7,-8.700000000000001,0,0,0,87.95,3.8000000000000003
2015,1,3,2,30,-7.6000000000000005,4,-8.6,0,0,0,92.68,3.5
2015,1,3,3,30,-8.1,0,-9,0,0,0,93.06,3.2
2015,1,3,4,30,-8,1,-8.9,0,0,0,93.09,3.1
2015,1,3,5,30,-7.7,4,-8.6,0,0,0,93.53,2.8000000000000003
2015,1,3,6,30,-7.7,1,-8.5,0,0,0,93.77,2.8000000000000003
2015,1,3,7,30,-7.2,0,-8.700000000000001,0,0,0,88.85000000000001,3.4000000000000004
2015,1,3,8,30,-6,7,-8,30,128,41,85.79,3.7
2015,1,3,9,30,-4.3,7,-7,71,322,140,81.17,3.3000000000000003
2015,1,3,10,30,-2.4000000000000004,7,-6,113,312,210,76.03,2.8000000000000003
2015,1,3,11,30,-0.6000000000000001,7,-4.7,154,98,190,73.75,2.8000000000000003
2015,1,3,12,30,-0.1,7,-4.1000000000000005,160,174,226,74.54,3.2
2015,1,3,13,30,-0.7000000000000001,7,-4.4,128,335,245,76.03,3.4000000000000004
2015,1,3,14,30,-2,7,-5.2,108,65,126,78.83,3.8000000000000003
2015,1,3,15,30,-3.4000000000000004,7,-6.1000000000000005,59,34,65,81.45,4.6000000000000005
2015,1,3,16,30,-4.800000000000001,7,-7.2,7,0,7,83.58,5.6000000000000005
2015,1,3,17,30,-5.4,7,-8.5,0,0,0,78.67,6
2015,1,3,18,30,-7.300000000000001,7,-10,0,0,0,80.93,6.7
2015,1,3,19,30,-8.700000000000001,7,-11.700000000000001,0,0,0,78.73,7
2015,1,3,20,30,-10.100000000000001,8,-13.5,0,0,0,76,7.2
2015,1,3,21,30,-11.200000000000001,7,-14.9,0,0,0,73.91,7.5
2015,1,3,22,30,-12.200000000000001,7,-16,0,0,0,73.02,7.7
2015,1,3,23,30,-13.200000000000001,7,-17.1,0,0,0,72.34,7.800000000000001
2015,1,4,0,30,-14.100000000000001,7,-18.3,0,0,0,70.69,7.6000000000000005
2015,1,4,1,30,-14.9,7,-19.400000000000002,0,0,0,68.7,7.5
2015,1,4,2,30,-15.9,7,-20.700000000000003,0,0,0,66.52,7.2
2015,1,4,3,30,-16.8,6,-22.200000000000003,0,0,0,62.85,7
2015,1,4,4,30,-17.6,6,-23.6,0,0,0,59.730000000000004,6.7
2015,1,4,5,30,-18.2,6,-24.400000000000002,0,0,0,58.31,6.5
2015,1,4,6,30,-18.8,7,-25.1,0,0,0,57.46,6.4
2015,1,4,7,30,-19.400000000000002,7,-25.900000000000002,0,0,0,56.160000000000004,6.1000000000000005
2015,1,4,8,30,-19.6,7,-26.6,25,0,25,54.01,6
2015,1,4,9,30,-19.3,7,-26.700000000000003,68,362,145,51.83,5.9
2015,1,4,10,30,-18.8,1,-26.5,58,878,330,50.68,5.9
2015,1,4,11,30,-18.2,7,-26,100,557,304,50.300000000000004,5.9
2015,1,4,12,30,-17.8,1,-25.5,69,922,419,51.1,6
2015,1,4,13,30,-17.6,0,-25.1,65,899,379,52.1,6
2015,1,4,14,30,-17.900000000000002,0,-24.900000000000002,57,835,287,54.09,5.800000000000001
2015,1,4,15,30,-18.400000000000002,0,-25.1,42,715,161,55.68,5.5
2015,1,4,16,30,-19,0,-25.5,15,332,25,56.67,5.300000000000001
2015,1,4,17,30,-19.200000000000003,1,-25.8,0,0,0,55.93,5.2
2015,1,4,18,30,-19.5,1,-26.1,0,0,0,55.800000000000004,5
2015,1,4,19,30,-20.200000000000003,1,-26.5,0,0,0,57.07,4.5
2015,1,4,20,30,-21.400000000000002,0,-27.400000000000002,0,0,0,58.57,4.1000000000000005
2015,1,4,21,30,-22.6,0,-28.5,0,0,0,58.36,3.9000000000000004
2015,1,4,22,30,-23.5,0,-29.3,0,0,0,58.81,3.9000000000000004
2015,1,4,23,30,-23.900000000000002,0,-29.700000000000003,0,0,0,58.910000000000004,3.9000000000000004
2015,1,5,0,30,-24.3,0,-29.900000000000002,0,0,0,59.910000000000004,3.9000000000000004
2015,1,5,1,30,-24.700000000000003,0,-30.1,0,0,0,61.04,3.8000000000000003
2015,1,5,2,30,-25.200000000000003,0,-30.3,0,0,0,62.56,3.5
2015,1,5,3,30,-25.8,0,-30.6,0,0,0,64.15,3.1
2015,1,5,4,30,-26.3,0,-30.900000000000002,0,0,0,65.18,2.9000000000000004
2015,1,5,5,30,-26.5,0,-30.8,0,0,0,67,2.7
2015,1,5,6,30,-26.5,0,-30.6,0,0,0,68.54,2.6
2015,1,5,7,30,-26.200000000000003,0,-30.3,0,0,0,68.55,2.7
2015,1,5,8,30,-24.200000000000003,7,-30,30,185,46,58.88,3
2015,1,5,9,30,-21.400000000000002,7,-28.1,74,288,136,54.75,3.3000000000000003
2015,1,5,10,30,-19.6,7,-26.5,115,300,208,54.21,3.4000000000000004
2015,1,5,11,30,-18.6,6,-25.6,150,230,235,54.1,3.1
2015,1,5,12,30,-18,6,-24.900000000000002,159,214,241,54.52,2.5
2015,1,5,13,30,-17.8,7,-24.6,143,60,164,55.32,2
2015,1,5,14,30,-17.7,6,-24.3,93,0,93,56.49,2
2015,1,5,15,30,-17.7,6,-23.700000000000003,61,176,91,59.24,2.1
2015,1,5,16,30,-17.8,6,-23.200000000000003,10,0,10,62.77,2
2015,1,5,17,30,-17.8,6,-22.5,0,0,0,66.43,1.9000000000000001
2015,1,5,18,30,-17.6,7,-22,0,0,0,68.78,1.5
2015,1,5,19,30,-17.5,7,-21.700000000000003,0,0,0,69.97,1
2015,1,5,20,30,-17.3,7,-21.5,0,0,0,69.57000000000001,0.8
2015,1,5,21,30,-17.400000000000002,0,-21.5,0,0,0,70.4,0.9
2015,1,5,22,30,-18.1,0,-21.8,0,0,0,72.84,1.3
2015,1,5,23,30,-19.1,0,-22.3,0,0,0,75.65,1.7000000000000002
2015,1,6,0,30,-20,0,-23,0,0,0,76.76,2.1
2015,1,6,1,30,-20.6,0,-23.400000000000002,0,0,0,78.05,2.5
2015,1,6,2,30,-21.200000000000003,0,-23.900000000000002,0,0,0,79.13,2.8000000000000003
2015,1,6,3,30,-21.700000000000003,0,-24.1,0,0,0,80.77,2.9000000000000004
2015,1,6,4,30,-22.1,0,-24.400000000000002,0,0,0,81.83,2.9000000000000004
2015,1,6,5,30,-22.200000000000003,0,-24.5,0,0,0,81.28,3
2015,1,6,6,30,-21.8,1,-24.5,0,0,0,78.67,3.1
2015,1,6,7,30,-20.6,7,-24.1,0,0,0,73.62,3.4000000000000004
2015,1,6,8,30,-18.7,7,-22.900000000000002,30,25,32,69.51,4.1000000000000005
2015,1,6,9,30,-16.7,4,-21.6,80,24,85,65.67,4.800000000000001
2015,1,6,10,30,-15.100000000000001,7,-20.900000000000002,108,0,108,61.19,5.2
2015,1,6,11,30,-13.8,7,-20.3,156,164,217,57.84,5.5
2015,1,6,12,30,-13,7,-19.8,140,373,283,56.76,5.6000000000000005
2015,1,6,13,30,-12.8,7,-19.400000000000002,137,291,239,57.800000000000004,5.7
2015,1,6,14,30,-13,7,-19.200000000000003,113,131,150,59.89,5.6000000000000005
2015,1,6,15,30,-13.700000000000001,7,-19.200000000000003,59,256,103,63.050000000000004,5.2
2015,1,6,16,30,-14.4,7,-19.5,14,0,14,65.03,5.2
2015,1,6,17,30,-14.600000000000001,4,-19.8,0,0,0,64.52,5.4
2015,1,6,18,30,-15.5,1,-20.6,0,0,0,64.96000000000001,6.6000000000000005
2015,1,6,19,30,-16.6,1,-22.1,0,0,0,62.71,6.9
2015,1,6,20,30,-17.6,0,-23.5,0,0,0,59.86,6.800000000000001
2015,1,6,21,30,-18.400000000000002,0,-24.700000000000003,0,0,0,57.54,6.5
2015,1,6,22,30,-19.400000000000002,1,-25.400000000000002,0,0,0,59.04,5.9
