Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2019,1,1,0,30,2.2,0,0,0,92.04,0.8,1,4
2019,1,1,1,30,1.8,0,0,0,92.98,0.8,0.8,4
2019,1,1,2,30,1.7000000000000002,0,0,0,93.11,0.8,0.7000000000000001,4
2019,1,1,3,30,1.7000000000000002,0,0,0,92.8,0.7000000000000001,0.7000000000000001,4
2019,1,1,4,30,2,0,0,0,90.66,0.5,0.6000000000000001,4
2019,1,1,5,30,2.1,0,0,0,90.64,0.5,0.7000000000000001,0
2019,1,1,6,30,1.6,0,0,0,92.56,0.8,0.5,0
2019,1,1,7,30,1.9000000000000001,3,16,3,85.71000000000001,1.4000000000000001,-0.2,0
2019,1,1,8,30,3.8000000000000003,55,476,134,75.21000000000001,2.3000000000000003,-0.2,0
2019,1,1,9,30,6,119,120,158,61.7,2.7,-0.8,4
2019,1,1,10,30,7.800000000000001,181,89,221,47.93,2.2,-2.6,4
2019,1,1,11,30,9,233,181,328,38.12,1.6,-4.5,4
2019,1,1,12,30,9.8,106,858,581,32.160000000000004,1.4000000000000001,-6.1000000000000005,0
2019,1,1,13,30,10.200000000000001,186,233,309,28.75,1.5,-7.2,4
2019,1,1,14,30,10.100000000000001,79,886,481,27.16,1.6,-8,0
