Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2018,1,1,0,30,12.200000000000001,0,0,0,19.22,1.5,-10.600000000000001,7
2018,1,1,1,30,11.600000000000001,0,0,0,19.43,1.5,-11,0
2018,1,1,2,30,10.700000000000001,0,0,0,20.22,1.5,-11.200000000000001,7
2018,1,1,3,30,9.8,0,0,0,21.09,1.6,-11.5,0
2018,1,1,4,30,9.200000000000001,0,0,0,21.55,1.6,-11.700000000000001,0
2018,1,1,5,30,8.8,0,0,0,21.830000000000002,1.6,-11.9,0
2018,1,1,6,30,8.6,0,0,0,21.87,1.6,-12,0
2018,1,1,7,30,10.3,4,28,3,19.41,1.8,-12.100000000000001,0
2018,1,1,8,30,14.200000000000001,44,531,132,15.56,2.5,-11.700000000000001,0
2018,1,1,9,30,17.900000000000002,115,357,231,12.06,2.7,-11.9,7
2018,1,1,10,30,21,147,501,371,10.26,1.7000000000000002,-11.5,7
2018,1,1,11,30,23.400000000000002,138,667,489,8.82,0.7000000000000001,-11.600000000000001,0
2018,1,1,12,30,24.8,91,895,586,7.930000000000001,0.6000000000000001,-11.8,0
2018,1,1,13,30,25.400000000000002,99,826,536,7.5,1.2000000000000002,-12.100000000000001,0
2018,1,1,14,30,25.200000000000003,103,733,436,7.54,1.5,-12.200000000000001,0
2018,1,1,15,30,23.200000000000003,67,760,321,8.55,1.3,-12.100000000000001,0
2018,1,1,16,30,21.5,52,495,139,12.700000000000001,0.9,-8.4,0
2018,1,1,17,30,16.6,4,0,4,15.8,1.3,-9.5,7
2018,1,1,18,30,15.9,0,0,0,15.88,1.2000000000000002,-10,7
2018,1,1,19,30,15.200000000000001,0,0,0,16.39,1.2000000000000002,-10.200000000000001,7
2018,1,1,20,30,14.4,0,0,0,17.01,1.3,-10.4,7
2018,1,1,21,30,14.100000000000001,0,0,0,17.14,1.3,-10.5,7
2018,1,1,22,30,14.200000000000001,0,0,0,16.85,1.2000000000000002,-10.700000000000001,7
2018,1,1,23,30,14,0,0,0,16.990000000000002,1.2000000000000002,-10.700000000000001,7
2018,1,2,0,30,13.200000000000001,0,0,0,17.96,1.3,-10.700000000000001,7
2018,1,2,1,30,12.5,0,0,0,18.740000000000002,1.3,-10.700000000000001,7
2018,1,2,2,30,11.9,0,0,0,19.85,1.4000000000000001,-10.5,7
2018,1,2,3,30,11.4,0,0,0,20.64,1.4000000000000001,-10.4,7
2018,1,2,4,30,11,0,0,0,21.12,1.4000000000000001,-10.4,7
2018,1,2,5,30,10.8,0,0,0,21.39,1.5,-10.5,7
2018,1,2,6,30,10.8,0,0,0,21.25,1.8,-10.5,7
2018,1,2,7,30,11.5,2,0,2,20.14,2.4000000000000004,-10.600000000000001,7
2018,1,2,8,30,13.100000000000001,61,168,89,18.34,3.1,-10.5,7
2018,1,2,9,30,15.100000000000001,121,284,213,16.21,3.2,-10.4,7
2018,1,2,10,30,17.7,189,138,251,14.19,3.1,-10,7
2018,1,2,11,30,20.6,193,457,434,12.4,3.2,-9.4,7
2018,1,2,12,30,23.1,111,791,550,10.99,3.2,-9,0
2018,1,2,13,30,24.5,83,888,554,10.27,2.8000000000000003,-8.8,0
2018,1,2,14,30,24.900000000000002,79,832,459,10.11,2.2,-8.700000000000001,0
2018,1,2,15,30,23.6,88,576,282,11.02,1.4000000000000001,-8.6,3
2018,1,2,16,30,22.400000000000002,47,559,147,14.65,0.8,-5.800000000000001,0
2018,1,2,17,30,18.6,5,0,5,16.76,1.2000000000000002,-7.1000000000000005,7
2018,1,2,18,30,15.9,0,0,0,19.29,1.5,-7.5,7
2018,1,2,19,30,14.200000000000001,0,0,0,21.07,2,-7.800000000000001,3
2018,1,2,20,30,14,0,0,0,20.36,2.8000000000000003,-8.4,7
2018,1,2,21,30,13.8,0,0,0,19.03,3.6,-9.4,7
2018,1,2,22,30,13.4,0,0,0,17.580000000000002,4.2,-10.8,7
2018,1,2,23,30,13.200000000000001,0,0,0,15.98,4.2,-12.100000000000001,4
2018,1,3,0,30,13,0,0,0,14.88,3.8000000000000003,-13.200000000000001,7
2018,1,3,1,30,12.8,0,0,0,14.4,3.4000000000000004,-13.700000000000001,0
2018,1,3,2,30,12.8,0,0,0,13.77,3.4000000000000004,-14.3,0
2018,1,3,3,30,12.600000000000001,0,0,0,13.22,3.2,-14.9,0
2018,1,3,4,30,12,0,0,0,13.5,2.8000000000000003,-15.200000000000001,0
2018,1,3,5,30,11.700000000000001,0,0,0,14.08,2.7,-14.9,7
2018,1,3,6,30,11.8,0,0,0,15.24,2.6,-13.9,7
2018,1,3,7,30,13.700000000000001,4,29,3,15.08,3.1,-12.4,0
2018,1,3,8,30,17,42,575,137,13.59,4.3,-11.100000000000001,0
2018,1,3,9,30,19.3,123,215,193,13.290000000000001,5.2,-9.600000000000001,4
2018,1,3,10,30,20.900000000000002,181,162,254,12.84,5.2,-8.700000000000001,4
2018,1,3,11,30,22.5,97,836,538,11.06,4.9,-9.4,0
2018,1,3,12,30,23.900000000000002,140,689,523,9.36,4.6000000000000005,-10.4,7
2018,1,3,13,30,24.6,168,553,463,8.47,4.4,-11.200000000000001,7
2018,1,3,14,30,24.8,186,155,257,8.2,4,-11.4,4
2018,1,3,15,30,23.3,105,107,141,8.96,2.9000000000000004,-11.4,4
2018,1,3,16,30,21.900000000000002,69,106,88,10.8,1.9000000000000001,-10.200000000000001,4
2018,1,3,17,30,17.8,4,0,4,14.08,1.8,-10,7
2018,1,3,18,30,17.5,0,0,0,13.68,2.1,-10.600000000000001,7
2018,1,3,19,30,16.900000000000002,0,0,0,13.700000000000001,2.1,-11.100000000000001,7
2018,1,3,20,30,16.3,0,0,0,14.02,1.8,-11.3,7
2018,1,3,21,30,16.1,0,0,0,14.35,1.6,-11.100000000000001,7
2018,1,3,22,30,16,0,0,0,14.81,1.4000000000000001,-10.8,7
2018,1,3,23,30,15.9,0,0,0,15.02,1.4000000000000001,-10.700000000000001,7
