Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2007,1,1,0,30,6.800000000000001,0,0,0,45.33,1.5,-4.2,7
2007,1,1,1,30,6.5,0,0,0,46.52,1.5,-4.1000000000000005,7
2007,1,1,2,30,5.800000000000001,0,0,0,48.910000000000004,1.4000000000000001,-4.1000000000000005,7
2007,1,1,3,30,5.300000000000001,0,0,0,49.33,1.4000000000000001,-4.5,8
2007,1,1,4,30,5.4,0,0,0,49.29,1.4000000000000001,-4.4,4
2007,1,1,5,30,5.9,0,0,0,48.42,1.4000000000000001,-4.2,7
2007,1,1,6,30,6.1000000000000005,0,0,0,48.1,1.3,-4.1000000000000005,7
2007,1,1,7,30,6.6000000000000005,0,0,0,46.85,1.3,-4,7
2007,1,1,8,30,8.1,48,502,131,44.24,1.3,-3.4000000000000004,7
2007,1,1,9,30,10.3,72,721,306,41.47,1.4000000000000001,-2.2,0
2007,1,1,10,30,12.8,84,824,453,31.19,1.2000000000000002,-3.8000000000000003,0
2007,1,1,11,30,15.200000000000001,87,888,554,25.73,0.6000000000000001,-4.3,0
2007,1,1,12,30,16.900000000000002,89,905,589,22.27,0.4,-4.800000000000001,0
2007,1,1,13,30,17.7,86,894,559,20,0.4,-5.6000000000000005,0
2007,1,1,14,30,17.6,87,826,461,19.66,0.4,-5.9,0
2007,1,1,15,30,16.400000000000002,75,726,317,21.31,0.4,-5.800000000000001,0
2007,1,1,16,30,15.4,51,515,141,31.51,0.4,-1.4000000000000001,0
2007,1,1,17,30,12.3,0,0,0,32.480000000000004,0.8,-3.7,0
2007,1,1,18,30,11.600000000000001,0,0,0,32.86,0.6000000000000001,-4.2,0
2007,1,1,19,30,10.4,0,0,0,34.980000000000004,0.8,-4.4,1
2007,1,1,20,30,8.8,0,0,0,39.980000000000004,1.2000000000000002,-4.1000000000000005,0
2007,1,1,21,30,7.6000000000000005,0,0,0,44.49,1.6,-3.7,0
2007,1,1,22,30,7.1000000000000005,0,0,0,47.31,2.4000000000000004,-3.4000000000000004,0
2007,1,1,23,30,6.7,0,0,0,49.4,3.2,-3.2,0
2007,1,2,0,30,6.4,0,0,0,50.36,3.5,-3.2,0
2007,1,2,1,30,6.2,0,0,0,49.92,3.5,-3.5,0
2007,1,2,2,30,6,0,0,0,49.78,3.5,-3.7,1
2007,1,2,3,30,5.6000000000000005,0,0,0,50.71,3.5,-3.8000000000000003,1
2007,1,2,4,30,5.2,0,0,0,51.71,3.5,-3.9000000000000004,4
2007,1,2,5,30,4.9,0,0,0,52.54,3.5,-4,1
2007,1,2,6,30,4.800000000000001,0,0,0,52.85,3.4000000000000004,-4,1
2007,1,2,7,30,5.9,0,0,0,49.21,3.7,-4,1
2007,1,2,8,30,8.700000000000001,48,496,130,41.730000000000004,4,-3.6,1
2007,1,2,9,30,12.600000000000001,72,720,305,33.93,3.7,-2.9000000000000004,0
2007,1,2,10,30,16.900000000000002,84,822,452,27.53,3,-2,0
2007,1,2,11,30,19.700000000000003,94,859,546,24.1,2,-1.4000000000000001,0
2007,1,2,12,30,21,94,880,582,22.76,1.3,-1.1,0
2007,1,2,13,30,21.700000000000003,91,873,554,21.990000000000002,0.8,-1,0
2007,1,2,14,30,21.8,80,845,465,21.82,0.4,-1,0
2007,1,2,15,30,20.6,67,758,322,23.47,0.4,-1,0
2007,1,2,16,30,19.6,46,564,147,32.26,0.6000000000000001,2.6,0
2007,1,2,17,30,15.3,0,0,0,36.33,1.2000000000000002,0.4,0
2007,1,2,18,30,13.600000000000001,0,0,0,38.79,1.3,-0.2,0
2007,1,2,19,30,12.200000000000001,0,0,0,41.67,1.3,-0.5,0
2007,1,2,20,30,11,0,0,0,44.21,1.5,-0.7000000000000001,0
2007,1,2,21,30,10,0,0,0,46.24,2,-1,0
2007,1,2,22,30,9.1,0,0,0,48.85,2.7,-1.1,0
2007,1,2,23,30,8.4,0,0,0,50.95,3.2,-1.2000000000000002,3
2007,1,3,0,30,7.7,0,0,0,52.29,3.3000000000000003,-1.5,0
2007,1,3,1,30,7.1000000000000005,0,0,0,52.38,2.9000000000000004,-2,0
2007,1,3,2,30,6.7,0,0,0,51.71,2.4000000000000004,-2.5,0
2007,1,3,3,30,6.2,0,0,0,52.17,2,-2.9000000000000004,1
2007,1,3,4,30,5.9,0,0,0,52.72,1.8,-3,1
2007,1,3,5,30,5.7,0,0,0,53.1,1.7000000000000002,-3.1,1
2007,1,3,6,30,5.6000000000000005,0,0,0,52.77,1.7000000000000002,-3.3000000000000003,3
2007,1,3,7,30,7.4,0,0,0,45.92,1.9000000000000001,-3.5,4
2007,1,3,8,30,10.8,61,125,82,38.42,2.6,-2.8000000000000003,3
2007,1,3,9,30,14,66,745,308,31.02,3.1,-2.9000000000000004,0
2007,1,3,10,30,16.6,188,274,311,28.8,2.6,-1.6,3
2007,1,3,11,30,18.400000000000002,208,403,420,26.94,1.7000000000000002,-1,4
2007,1,3,12,30,19.400000000000002,195,508,477,25.68,1.2000000000000002,-0.8,4
2007,1,3,13,30,20,93,858,550,24.52,1.2000000000000002,-0.9,0
2007,1,3,14,30,20,88,811,459,23.94,1.6,-1.2000000000000002,0
2007,1,3,15,30,18.7,84,597,285,25.43,1.3,-1.5,2
2007,1,3,16,30,17.5,49,536,146,34.12,0.9,1.5,0
2007,1,3,17,30,13.8,0,0,0,38.980000000000004,1.1,0.1,0
2007,1,3,18,30,13.4,0,0,0,37.54,1,-0.8,0
2007,1,3,19,30,13.5,0,0,0,36.09,0.8,-1.3,0
2007,1,3,20,30,13.4,0,0,0,35.63,0.6000000000000001,-1.5,0
2007,1,3,21,30,12.8,0,0,0,36.76,0.5,-1.6,0
2007,1,3,22,30,11.9,0,0,0,37.72,0.7000000000000001,-2.1,0
2007,1,3,23,30,10.9,0,0,0,39.43,0.9,-2.4000000000000004,0
2007,1,4,0,30,10,0,0,0,41.65,1,-2.4000000000000004,0
2007,1,4,1,30,9.3,0,0,0,43.59,1.1,-2.5,0
2007,1,4,2,30,8.8,0,0,0,45.04,1.2000000000000002,-2.5,0
2007,1,4,3,30,8.4,0,0,0,46.2,1.2000000000000002,-2.5,0
2007,1,4,4,30,7.9,0,0,0,47.67,1.2000000000000002,-2.5,0
2007,1,4,5,30,7.300000000000001,0,0,0,49.61,1.3,-2.6,1
2007,1,4,6,30,6.6000000000000005,0,0,0,52.02,1.4000000000000001,-2.6,1
2007,1,4,7,30,7.6000000000000005,0,0,0,48.550000000000004,1.4000000000000001,-2.6,1
