Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2015,1,1,0,30,0.6000000000000001,0,0,0,92.98,0.9,-0.4,0
2015,1,1,1,30,0.2,0,0,0,91.55,0.7000000000000001,-1,4
2015,1,1,2,30,0.2,0,0,0,89.75,0.6000000000000001,-1.3,0
2015,1,1,3,30,0.1,0,0,0,88.56,0.5,-1.6,0
2015,1,1,4,30,-0.1,0,0,0,88.7,0.8,-1.7000000000000002,0
2015,1,1,5,30,-0.2,0,0,0,88.43,1,-1.9000000000000001,0
2015,1,1,6,30,-0.2,0,0,0,87.38,0.9,-2,4
2015,1,1,7,30,0.6000000000000001,0,0,0,81.77,0.9,-2.2,4
2015,1,1,8,30,2.4000000000000004,30,0,30,72.27,0.7000000000000001,-2.1,4
2015,1,1,9,30,4.4,117,8,119,56.65,0.4,-3.5,4
2015,1,1,10,30,5.6000000000000005,163,423,352,50.06,0.6000000000000001,-4,2
2015,1,1,11,30,6.6000000000000005,86,0,86,45.6,0.9,-4.3,2
2015,1,1,12,30,7.5,140,0,140,42.04,0.9,-4.6000000000000005,4
2015,1,1,13,30,8.1,244,172,335,39.38,0.8,-4.9,4
2015,1,1,14,30,8.200000000000001,202,159,274,38.38,0.9,-5.2,4
2015,1,1,15,30,7.6000000000000005,135,60,155,39.51,0.9,-5.300000000000001,4
2015,1,1,16,30,7.1000000000000005,58,0,58,44.97,0.8,-4.1000000000000005,4
2015,1,1,17,30,3.5,0,0,0,59.58,0.9,-3.6,4
2015,1,1,18,30,2.4000000000000004,0,0,0,60.7,1,-4.4,0
2015,1,1,19,30,1.7000000000000002,0,0,0,61.85,1.1,-4.800000000000001,0
2015,1,1,20,30,1.3,0,0,0,61.49,1.1,-5.300000000000001,0
2015,1,1,21,30,0.9,0,0,0,61.19,1.1,-5.7,0
2015,1,1,22,30,0.6000000000000001,0,0,0,61.13,1.1,-6,0
2015,1,1,23,30,0.30000000000000004,0,0,0,61.27,1.1,-6.300000000000001,0
2015,1,2,0,30,-0.1,0,0,0,61.89,1.1,-6.5,0
2015,1,2,1,30,-0.5,0,0,0,62.370000000000005,1.1,-6.800000000000001,0
2015,1,2,2,30,-0.9,0,0,0,62.660000000000004,1,-7.1000000000000005,0
2015,1,2,3,30,-1.2000000000000002,0,0,0,62.440000000000005,1,-7.5,0
2015,1,2,4,30,-1.3,0,0,0,61.5,0.9,-7.800000000000001,0
2015,1,2,5,30,-1.4000000000000001,0,0,0,60.76,0.9,-8,0
2015,1,2,6,30,-1.4000000000000001,0,0,0,59.77,0.8,-8.200000000000001,0
2015,1,2,7,30,0,0,0,0,53.53,0.9,-8.3,1
2015,1,2,8,30,2.9000000000000004,44,574,139,48.25,1.5,-7,0
2015,1,2,9,30,5.800000000000001,65,782,319,37.15,1.9000000000000001,-7.7,0
2015,1,2,10,30,8.3,78,874,469,30.92,1.4000000000000001,-7.9,0
2015,1,2,11,30,10,92,895,563,27.85,1.1,-7.800000000000001,0
2015,1,2,12,30,10.8,95,902,595,26.88,1.3,-7.5,0
2015,1,2,13,30,11.200000000000001,93,888,564,26.7,1.4000000000000001,-7.300000000000001,0
2015,1,2,14,30,11.100000000000001,96,812,466,27.36,1.6,-7,0
2015,1,2,15,30,10.100000000000001,78,731,323,29.63,1.6,-6.9,0
2015,1,2,16,30,9.3,51,544,148,38.18,1.4000000000000001,-4.2,0
2015,1,2,17,30,4.7,0,0,0,50.95,1.4000000000000001,-4.6000000000000005,0
2015,1,2,18,30,3.5,0,0,0,51.2,1.4000000000000001,-5.6000000000000005,0
2015,1,2,19,30,2.8000000000000003,0,0,0,51.2,1.3,-6.300000000000001,0
2015,1,2,20,30,2.7,0,0,0,49.36,1.2000000000000002,-6.9,0
2015,1,2,21,30,3,0,0,0,45.980000000000004,1.1,-7.5,0
