Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2012,1,1,0,30,8.3,0,0,0,46.160000000000004,4.4,-2.6,0
2012,1,1,1,30,7.7,0,0,0,46.71,4.3,-3,0
2012,1,1,2,30,7.300000000000001,0,0,0,46.54,4.1000000000000005,-3.4000000000000004,0
2012,1,1,3,30,7.1000000000000005,0,0,0,45.410000000000004,4,-3.9000000000000004,0
2012,1,1,4,30,7,0,0,0,44.09,3.9000000000000004,-4.4,0
2012,1,1,5,30,6.9,0,0,0,43.44,3.8000000000000003,-4.7,1
2012,1,1,6,30,6.9,0,0,0,42.74,3.7,-4.9,1
2012,1,1,7,30,8.5,0,0,0,37.660000000000004,3.8000000000000003,-5.1000000000000005,1
2012,1,1,8,30,12.200000000000001,40,630,144,29.580000000000002,4,-5.1000000000000005,0
2012,1,1,9,30,16.6,58,828,326,22.92,3.9000000000000004,-4.7,0
2012,1,1,10,30,20.8,67,915,477,18.68,4,-3.9000000000000004,0
2012,1,1,11,30,24.1,83,924,569,14.51,4.3,-4.6000000000000005,0
2012,1,1,12,30,26.1,86,935,603,12.56,4.1000000000000005,-4.9,0
2012,1,1,13,30,27.1,84,923,572,11.66,3.8000000000000003,-5.1000000000000005,0
2012,1,1,14,30,26.8,74,890,477,12.17,2.8000000000000003,-4.800000000000001,0
2012,1,1,15,30,24.1,62,805,330,21.67,1.7000000000000002,0.8,0
2012,1,1,16,30,22,43,611,151,32.93,1.3,5,0
