Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2017,1,1,0,30,11.3,0,0,0,84.27,1.4000000000000001,8.700000000000001,4
2017,1,1,1,30,11.3,0,0,0,85.36,1.6,8.9,4
2017,1,1,2,30,11.200000000000001,0,0,0,86.62,1.8,9.1,4
2017,1,1,3,30,11,0,0,0,88.21000000000001,2.1,9.1,4
2017,1,1,4,30,10.700000000000001,0,0,0,89.49,2.2,9,8
2017,1,1,5,30,10.600000000000001,0,0,0,89.97,2.3000000000000003,9,6
2017,1,1,6,30,10.700000000000001,0,0,0,90.46000000000001,2.7,9.200000000000001,6
2017,1,1,7,30,11.100000000000001,0,0,0,90.05,3.2,9.5,6
2017,1,1,8,30,11.600000000000001,15,0,15,89.60000000000001,3.6,9.9,8
2017,1,1,9,30,12,43,0,43,88.21000000000001,3.7,10.100000000000001,8
2017,1,1,10,30,12.5,196,207,289,81.43,3.7,9.4,8
2017,1,1,11,30,13.200000000000001,210,392,417,71.61,3.5,8.200000000000001,2
2017,1,1,12,30,13.9,200,14,207,63.36,3.5,7.1000000000000005,4
2017,1,1,13,30,14.200000000000001,45,0,45,58.42,3.6,6.2,4
2017,1,1,14,30,14,54,0,54,56.47,3.5,5.5,4
2017,1,1,15,30,13.3,94,531,271,57.08,3,5,3
2017,1,1,16,30,12.8,59,295,111,59.69,2.5,5.2,3
2017,1,1,17,30,10.100000000000001,0,0,0,76,1.2000000000000002,6.1000000000000005,1
