Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
1999,1,1,0,30,9.4,0,0,0,46.24,1.4000000000000001,-1.6,0
1999,1,1,1,30,9,0,0,0,47.61,1.4000000000000001,-1.5,1
1999,1,1,2,30,8.3,0,0,0,49.910000000000004,1.3,-1.5,1
1999,1,1,3,30,7.4,0,0,0,52.910000000000004,1.2000000000000002,-1.6,0
1999,1,1,4,30,6.6000000000000005,0,0,0,56.120000000000005,1.2000000000000002,-1.5,0
1999,1,1,5,30,6,0,0,0,58.800000000000004,1.1,-1.5,0
1999,1,1,6,30,5.6000000000000005,0,0,0,60.33,1.1,-1.5,1
1999,1,1,7,30,6.9,0,0,0,54.78,1.1,-1.6,1
1999,1,1,8,30,10,36,646,142,47.37,1.5,-0.7000000000000001,0
1999,1,1,9,30,13.4,51,835,322,35.7,2,-1.5,0
1999,1,1,10,30,16.6,59,924,473,27.67,1.7000000000000002,-2.2,0
1999,1,1,11,30,18.900000000000002,63,964,569,22.3,0.9,-3.1,0
1999,1,1,12,30,20.3,64,976,604,19.29,0.9,-3.9000000000000004,0
1999,1,1,13,30,21.1,62,967,574,17.75,1.4000000000000001,-4.3,0
1999,1,1,14,30,21.200000000000003,59,931,481,17.46,1.6,-4.5,0
1999,1,1,15,30,19.700000000000003,50,854,335,19.38,1.3,-4.3,0
