Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,323705,-,-,-,33.45,-112.06,-7,334,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed,Dew Point,Cloud Type
2001,1,1,0,30,7.7,0,0,0,47.94,3.3000000000000003,-2.6,7
2001,1,1,1,30,7.2,0,0,0,48.65,2.9000000000000004,-2.9000000000000004,7
2001,1,1,2,30,6.800000000000001,0,0,0,49.58,2.7,-3,7
2001,1,1,3,30,6.6000000000000005,0,0,0,49.99,2.7,-3.1,7
2001,1,1,4,30,6.5,0,0,0,50.370000000000005,2.6,-3.1,7
2001,1,1,5,30,6.5,0,0,0,50.26,2.5,-3.1,7
2001,1,1,6,30,6.6000000000000005,0,0,0,49.64,2.4000000000000004,-3.2,7
2001,1,1,7,30,7.7,0,0,0,46.17,2.3000000000000003,-3.2,7
2001,1,1,8,30,10,47,419,116,40.63,2.6,-2.8000000000000003,7
2001,1,1,9,30,12.600000000000001,75,622,276,34.31,2.6,-2.7,8
2001,1,1,10,30,14.9,109,646,398,29.580000000000002,2.4000000000000004,-2.7,8
2001,1,1,11,30,16.900000000000002,187,486,443,25.89,2,-2.8000000000000003,7
2001,1,1,12,30,18.2,194,507,475,23.56,1.3,-3,7
2001,1,1,13,30,18.8,159,581,466,22.66,0.9,-3,7
2001,1,1,14,30,18.3,163,440,363,24.36,0.8,-2.4000000000000004,7
2001,1,1,15,30,16.6,128,288,224,40.46,0.8,3.1,7
2001,1,1,16,30,15.5,65,179,97,42.67,0.9,2.9000000000000004,8
2001,1,1,17,30,14,0,0,0,41.64,0.9,1.2000000000000002,7
2001,1,1,18,30,13.9,0,0,0,38.92,0.9,0.1,7
2001,1,1,19,30,13,0,0,0,39.61,1,-0.4,3
2001,1,1,20,30,11.5,0,0,0,44.04,1.3,-0.30000000000000004,4
2001,1,1,21,30,10.100000000000001,0,0,0,47.78,1.4000000000000001,-0.5,4
2001,1,1,22,30,8.8,0,0,0,51.550000000000004,1.5,-0.6000000000000001,4
2001,1,1,23,30,7.800000000000001,0,0,0,54.46,1.8,-0.8,7
2001,1,2,0,30,7.1000000000000005,0,0,0,55.75,2.2,-1.2000000000000002,1
2001,1,2,1,30,6.7,0,0,0,54.75,2.7,-1.8,0
2001,1,2,2,30,6.4,0,0,0,53.550000000000004,3,-2.4000000000000004,1
2001,1,2,3,30,6.1000000000000005,0,0,0,53.68,3.1,-2.6,0
2001,1,2,4,30,5.9,0,0,0,54.13,3.2,-2.7,4
2001,1,2,5,30,5.7,0,0,0,54.65,3.3000000000000003,-2.7,0
2001,1,2,6,30,5.6000000000000005,0,0,0,55.04,3.3000000000000003,-2.7,7
2001,1,2,7,30,6.800000000000001,0,0,0,50.82,3.6,-2.7,7
2001,1,2,8,30,9.9,41,512,125,42.08,4,-2.4000000000000004,7
