climate,voll,lambda,alpha,outer,inner,stage,PV_Size,Battery_Size,PCM_Heating_Size,PCM_Cooling_Size,total_cost,capital_cost,thermal_unmet_kwh,electric_unmet_kwh,total_unmet_kwh
California,High,0.75,0.8,0,1,inner_val,7.464,8.13,56.816,0.0,2600.8284000000003,2476.956,12.38724,0.0,12.38724
California,High,0.75,0.8,0,2,inner_val,7.166,8.317,45.56,0.0,2781.2816,2365.183,41.60986,0.0,41.60986
California,High,0.75,0.8,0,3,inner_val,7.6,7.988,56.982,0.0,2491.1279999999997,2488.471,0.2657,0.0,0.2657
California,High,0.75,0.8,0,4,inner_val,7.775,6.769,60.016,0.0,2630.1504,2484.448,7.166720000000001,0.246784,7.4135040000000005
California,High,0.75,0.8,0,-1,outer_test,7.439,8.131,56.854,0.0,2764.4248,2474.384,29.00408,0.0,29.00408
California,High,0.75,0.8,1,0,inner_val,7.464,8.13,56.816,0.0,2764.2128000000002,2476.956,28.72568,0.0,28.72568
California,High,0.75,0.8,1,2,inner_val,7.704,8.184,59.819,0.0,2722.8608000000004,2529.376,19.348480000000002,0.0,19.348480000000002
California,High,0.75,0.8,1,3,inner_val,7.925,7.533,63.507,0.0,2557.6302,2557.518,0.01122,0.0,0.01122
California,High,0.75,0.8,1,4,inner_val,7.937,6.09,67.474,0.0,2683.9618,2532.97,4.89132,0.340262,5.231582
California,High,0.75,0.8,1,-1,outer_test,7.699,8.06,60.202,0.0,2625.8882000000003,2526.884,9.90042,0.0,9.90042
California,High,0.75,0.8,2,0,inner_val,7.166,8.317,45.56,0.0,2812.1130000000003,2365.183,44.693,0.0,44.693
California,High,0.75,0.8,2,1,inner_val,7.704,8.184,59.819,0.0,2628.3434,2529.376,9.89674,0.0,9.89674
California,High,0.75,0.8,2,3,inner_val,7.624,8.003,60.924,0.0,2521.415,2521.415,0.0,0.0,0.0
California,High,0.75,0.8,2,4,inner_val,7.597,5.954,66.905,0.0,2662.3256,2484.069,6.2084600000000005,0.3872393333333333,6.595699333333334
California,High,0.75,0.8,2,-1,outer_test,7.482,8.07,53.228,0.0,2729.603199999999,2449.796,27.98072,0.0,27.98072
California,High,0.75,0.8,3,0,inner_val,7.6,7.988,56.982,0.0,2760.5938,2488.471,27.21228,0.0,27.21228
California,High,0.75,0.8,3,1,inner_val,7.925,7.533,63.507,0.0,2641.4993999999997,2557.518,8.398140000000001,0.0,8.398140000000001
California,High,0.75,0.8,3,2,inner_val,7.624,8.003,60.924,0.0,2718.1164,2521.415,19.67014,0.0,19.67014
California,High,0.75,0.8,3,4,inner_val,8.193,5.981,65.323,0.0,2691.6222,2542.269,4.80038,0.33783066666666667,5.138210666666667
California,High,0.75,0.8,3,-1,outer_test,7.862,7.896,59.444,0.0,2533.743,2533.743,0.0,0.0,0.0
California,High,0.75,0.8,4,0,inner_val,7.775,6.769,60.016,0.0,2737.6657999999998,2484.448,25.321780000000004,0.0,25.321780000000004
California,High,0.75,0.8,4,1,inner_val,7.937,6.09,67.474,0.0,2616.3083999999994,2532.97,8.33384,0.0,8.33384
California,High,0.75,0.8,4,2,inner_val,7.597,5.954,66.905,0.0,2745.4388,2484.069,19.974700000000002,0.20540866666666666,20.18010866666667
California,High,0.75,0.8,4,3,inner_val,8.193,5.981,65.323,0.0,2549.5235999999995,2542.269,0.7254599999999999,0.0,0.7254599999999999
California,High,0.75,0.8,4,-1,outer_test,8.0,6.426,62.63,0.0,2659.343,2516.884,5.75192,0.2831326666666667,6.035052666666667
