climate,voll,lambda,alpha,outer,inner,stage,PV_Size,Battery_Size,PCM_Heating_Size,PCM_Cooling_Size,total_cost,capital_cost,thermal_unmet_kwh,electric_unmet_kwh,total_unmet_kwh
California,Low,0.25,0.8,0,1,inner_val,3.979,7.323,18.385,0.0,2010.7722,1753.726,256.12919999999997,0.03056666666666667,256.15976666666666
California,Low,0.25,0.8,0,2,inner_val,3.871,6.232,21.292,0.0,2131.2296,1720.913,329.99120000000005,2.677506666666667,332.6687066666667
California,Low,0.25,0.8,0,3,inner_val,4.081,6.911,20.651,0.0,1914.9952,1766.64,137.8254,0.3509933333333333,138.17639333333332
California,Low,0.25,0.8,0,4,inner_val,4.024,6.669,20.959,0.0,1973.4818000000002,1753.006,184.60240000000002,1.1957733333333331,185.79817333333335
California,Low,0.25,0.8,0,-1,outer_test,3.981,6.666,20.639,0.0,2133.2638,1745.5080000000003,314.80699999999996,2.43162,317.23861999999997
California,Low,0.25,0.8,1,0,inner_val,3.979,7.323,18.385,0.0,2127.2198,1753.726,320.20619999999997,1.7762533333333332,321.9824533333333
California,Low,0.25,0.8,1,2,inner_val,3.991,8.008,17.456,0.0,2129.2889999999998,1774.5899999999997,308.52439999999996,1.5391466666666667,310.06354666666664
California,Low,0.25,0.8,1,3,inner_val,4.181,7.851,19.302,0.0,1930.4656,1804.389,125.31620000000001,0.025353333333333332,125.34155333333334
California,Low,0.25,0.8,1,4,inner_val,4.113,7.908,19.049,0.0,1983.188,1796.815,170.6306,0.5247466666666667,171.15534666666665
California,Low,0.25,0.8,1,-1,outer_test,4.06,7.932,18.001,0.0,2021.8804,1783.738,238.1424,0.0,238.1424
California,Low,0.25,0.8,2,0,inner_val,3.871,6.232,21.292,0.0,2156.0094,1720.913,332.0514,3.4348466666666666,335.48624666666666
California,Low,0.25,0.8,2,1,inner_val,3.991,8.008,17.456,0.0,2021.7724000000003,1774.5899999999997,247.1824,0.0,247.1824
California,Low,0.25,0.8,2,3,inner_val,4.106,7.003,21.096,0.0,1918.2734,1776.4270000000001,132.605,0.3080466666666667,132.91304666666665
California,Low,0.25,0.8,2,4,inner_val,4.094,6.942,21.4,0.0,1975.8028,1774.964,173.0278,0.9270333333333334,173.95483333333334
California,Low,0.25,0.8,2,-1,outer_test,4.09,6.954,21.016,0.0,2124.5804000000003,1772.0819999999999,292.2264,2.009066666666667,294.2354666666667
California,Low,0.25,0.8,3,0,inner_val,4.081,6.911,20.651,0.0,2124.531,1766.64,297.567,2.0108,299.5778
California,Low,0.25,0.8,3,1,inner_val,4.181,7.851,19.302,0.0,2024.0489999999998,1804.389,219.66,0.0,219.66
California,Low,0.25,0.8,3,2,inner_val,4.106,7.003,21.096,0.0,2124.281,1776.4270000000001,288.8836,1.96568,290.84928
California,Low,0.25,0.8,3,4,inner_val,4.26,7.787,20.462,0.0,1990.1086,1819.774,155.3424,0.4997466666666667,155.84214666666665
California,Low,0.25,0.8,3,-1,outer_test,4.158,7.453,20.067,0.0,1924.705,1792.101,128.41660000000002,0.13957999999999998,128.55618
California,Low,0.25,0.8,4,0,inner_val,4.024,6.669,20.959,0.0,2130.2,1753.006,306.89759999999995,2.3432000000000004,309.2408
California,Low,0.25,0.8,4,1,inner_val,4.113,7.908,19.049,0.0,2022.9506000000001,1796.815,226.1356,0.0,226.1356
California,Low,0.25,0.8,4,2,inner_val,4.094,6.942,21.4,0.0,2124.2464,1774.964,288.887,2.0131733333333335,290.9001733333333
California,Low,0.25,0.8,4,3,inner_val,4.26,7.787,20.462,0.0,1936.5438,1819.774,116.0844,0.022846666666666668,116.10724666666667
California,Low,0.25,0.8,4,-1,outer_test,4.136,7.268,20.458,0.0,1978.0006,1785.345,170.4984,0.7385599999999999,171.23696
