climate,voll,lambda,alpha,outer,inner,stage,PV_Size,Battery_Size,PCM_Heating_Size,PCM_Cooling_Size,total_cost,capital_cost,thermal_unmet_kwh,electric_unmet_kwh,total_unmet_kwh
Arizona,Low,0.9,0.9,0,1,inner_val,4.895,13.565,27.141,5.71,2514.6411999999996,2209.379,305.2622,0.0,305.2622
Arizona,Low,0.9,0.9,0,2,inner_val,5.172,14.086,31.05,7.855,2467.0299999999997,2307.013,160.017,0.0,160.017
Arizona,Low,0.9,0.9,0,3,inner_val,5.175,14.109,31.04,7.791,2437.3034,2307.693,129.6104,0.0,129.6104
Arizona,Low,0.9,0.9,0,4,inner_val,5.173,14.075,31.093,7.839,2473.2742,2306.906,166.3682,0.0,166.3682
Arizona,Low,0.9,0.9,0,-1,outer_test,5.143,13.287,33.401,9.629,2487.2464,2303.765,183.4814,0.0,183.4814
Arizona,Low,0.9,0.9,1,0,inner_val,4.895,13.565,27.141,5.71,2477.4404000000004,2209.379,268.0614,0.0,268.0614
Arizona,Low,0.9,0.9,1,2,inner_val,4.758,13.335,27.018,7.233,2446.6398,2195.138,251.5018,0.0,251.5018
Arizona,Low,0.9,0.9,1,3,inner_val,4.895,13.875,26.32,5.717,2409.8503999999994,2215.238,194.61239999999998,0.0,194.61239999999998
Arizona,Low,0.9,0.9,1,4,inner_val,4.911,14.151,26.585,5.717,2458.1917999999996,2229.736,228.4558,0.0,228.4558
Arizona,Low,0.9,0.9,1,-1,outer_test,4.859,13.763,26.496,6.076,2515.5654000000004,2210.76,304.8054,0.0,304.8054
Arizona,Low,0.9,0.9,2,0,inner_val,5.172,14.086,31.05,7.855,2488.1435999999994,2307.013,181.13060000000002,0.0,181.13060000000002
Arizona,Low,0.9,0.9,2,1,inner_val,4.758,13.335,27.018,7.233,2520.645,2195.138,325.50700000000006,0.0,325.50700000000006
Arizona,Low,0.9,0.9,2,3,inner_val,5.175,14.109,31.456,7.791,2438.6150000000002,2310.815,127.8,0.0,127.8
Arizona,Low,0.9,0.9,2,4,inner_val,5.172,14.058,31.595,7.862,2474.9164,2310.074,164.8424,0.0,164.8424
Arizona,Low,0.9,0.9,2,-1,outer_test,5.143,13.287,33.401,9.629,2466.6094,2303.765,162.8444,0.0,162.8444
Arizona,Low,0.9,0.9,3,0,inner_val,5.175,14.109,31.04,7.791,2488.2888000000003,2307.693,180.5958,0.0,180.5958
Arizona,Low,0.9,0.9,3,1,inner_val,4.895,13.875,26.32,5.717,2514.319,2215.238,299.081,0.0,299.081
Arizona,Low,0.9,0.9,3,2,inner_val,5.175,14.109,31.456,7.791,2468.513,2310.815,157.698,0.0,157.698
Arizona,Low,0.9,0.9,3,4,inner_val,5.175,14.109,31.456,7.791,2475.0081999999998,2310.815,164.19320000000002,0.0,164.19320000000002
Arizona,Low,0.9,0.9,3,-1,outer_test,5.155,13.281,33.622,9.629,2437.2306,2306.582,130.64860000000002,0.0,130.64860000000002
Arizona,Low,0.9,0.9,4,0,inner_val,5.173,14.075,31.093,7.839,2488.0604,2306.906,181.15439999999998,0.0,181.15439999999998
Arizona,Low,0.9,0.9,4,1,inner_val,4.911,14.151,26.585,5.717,2514.0114,2229.736,284.2754,0.0,284.2754
Arizona,Low,0.9,0.9,4,2,inner_val,5.172,14.058,31.595,7.862,2468.2796000000003,2310.074,158.2056,0.0,158.2056
Arizona,Low,0.9,0.9,4,3,inner_val,5.175,14.109,31.456,7.791,2438.6150000000002,2310.815,127.8,0.0,127.8
Arizona,Low,0.9,0.9,4,-1,outer_test,5.155,13.281,33.622,9.629,2474.7419999999997,2306.582,168.16,0.0,168.16
