climate,voll,lambda,alpha,outer,inner,stage,PV_Size,Battery_Size,PCM_Heating_Size,PCM_Cooling_Size,total_cost,capital_cost,thermal_unmet_kwh,electric_unmet_kwh,total_unmet_kwh
Arizona,Low,0.75,0.95,0,1,inner_val,4.939,13.953,26.269,5.16,2513.3107999999997,2218.783,294.5278,0.0,294.5278
Arizona,Low,0.75,0.95,0,2,inner_val,5.116,14.83,27.549,5.742,2460.4152000000004,2287.117,173.2982,0.0,173.2982
Arizona,Low,0.75,0.95,0,3,inner_val,5.142,14.868,27.859,5.574,2431.5845999999997,2292.661,138.9236,0.0,138.9236
Arizona,Low,0.75,0.95,0,4,inner_val,5.146,14.794,28.114,5.516,2468.3338,2291.746,176.5878,0.0,176.5878
Arizona,Low,0.75,0.95,0,-1,outer_test,5.125,14.856,27.629,5.516,2485.0204000000003,2288.068,196.9524,0.0,196.9524
Arizona,Low,0.75,0.95,1,0,inner_val,4.939,13.953,26.269,5.16,2478.4226,2218.783,259.6396,0.0,259.6396
Arizona,Low,0.75,0.95,1,2,inner_val,4.769,13.424,26.845,6.974,2446.299,2196.606,249.69300000000004,0.0,249.69300000000004
Arizona,Low,0.75,0.95,1,3,inner_val,4.933,13.787,27.174,5.717,2411.0932,2222.651,188.4422,0.0,188.4422
Arizona,Low,0.75,0.95,1,4,inner_val,4.928,13.756,27.183,5.717,2458.833,2220.943,237.89000000000001,0.0,237.89000000000001
Arizona,Low,0.75,0.95,1,-1,outer_test,4.933,13.787,27.174,5.717,2513.0896000000002,2222.651,290.4386,0.0,290.4386
Arizona,Low,0.75,0.95,2,0,inner_val,5.116,14.83,27.549,5.742,2485.0646,2287.117,197.94760000000002,0.0,197.94760000000002
Arizona,Low,0.75,0.95,2,1,inner_val,4.769,13.424,26.845,6.974,2519.9826000000003,2196.606,323.3766,0.0,323.3766
Arizona,Low,0.75,0.95,2,3,inner_val,5.169,14.841,28.55,5.742,2434.8,2301.193,133.607,0.0,133.607
Arizona,Low,0.75,0.95,2,4,inner_val,5.158,14.705,29.057,5.742,2471.0804,2298.473,172.60739999999998,0.0,172.60739999999998
Arizona,Low,0.75,0.95,2,-1,outer_test,5.146,14.711,28.35,5.742,2461.6495999999997,2292.009,169.6406,0.0,169.6406
Arizona,Low,0.75,0.95,3,0,inner_val,5.142,14.868,27.859,5.574,2485.8914,2292.661,193.2304,0.0,193.2304
Arizona,Low,0.75,0.95,3,1,inner_val,4.933,13.787,27.174,5.717,2513.0896000000002,2222.651,290.4386,0.0,290.4386
Arizona,Low,0.75,0.95,3,2,inner_val,5.169,14.841,28.55,5.742,2464.7242000000006,2301.193,163.5312,0.0,163.5312
Arizona,Low,0.75,0.95,3,4,inner_val,5.167,14.7,28.964,5.742,2470.9932,2298.625,172.3682,0.0,172.3682
Arizona,Low,0.75,0.95,3,-1,outer_test,5.166,14.71,28.664,5.717,2432.8902,2296.456,136.43419999999998,0.0,136.43419999999998
Arizona,Low,0.75,0.95,4,0,inner_val,5.146,14.794,28.114,5.516,2485.3512,2291.746,193.60519999999997,0.0,193.60519999999997
Arizona,Low,0.75,0.95,4,1,inner_val,4.928,13.756,27.183,5.717,2513.2492,2220.943,292.3062,0.0,292.3062
Arizona,Low,0.75,0.95,4,2,inner_val,5.158,14.705,29.057,5.742,2463.8582,2298.473,165.3852,0.0,165.3852
Arizona,Low,0.75,0.95,4,3,inner_val,5.167,14.7,28.964,5.742,2433.7614,2298.625,135.1364,0.0,135.1364
Arizona,Low,0.75,0.95,4,-1,outer_test,5.163,14.703,28.836,5.74,2470.4614,2297.302,173.1594,0.0,173.1594
